1,446,144,209,176,0
2,445,143,209,176,0
3,444,143,210,176,0
4,443,143,211,176,0
5,442,142,211,177,0
6,442,142,211,177,0
7,441,142,212,177,0
8,440,142,213,177,0
9,439,141,213,178,0
10,439,141,213,178,0
11,438,141,214,177,0
12,437,140,214,178,0
13,436,140,215,178,0
14,435,140,216,178,0
15,435,140,216,178,0
16,434,139,216,179,0
17,433,139,217,179,0
18,432,139,218,179,0
19,432,139,218,179,0
20,433,139,217,179,0
21,434,139,216,179,0
22,435,139,215,179,0
23,436,139,214,179,0
24,438,139,212,179,0
25,439,139,211,179,0
26,440,139,210,179,0
27,441,139,209,179,0
28,442,139,208,179,0
29,444,139,207,179,0
30,446,138,202,179,0
31,449,138,196,179,0
32,452,138,191,179,0
33,455,137,185,179,0
34,457,137,181,179,0
35,460,137,175,179,0
36,463,136,169,179,0
37,466,136,164,179,0
38,468,136,159,179,0
39,471,135,154,179,0
40,474,135,148,179,0
41,477,135,143,179,0
42,478,134,142,179,0
43,479,134,141,179,0
44,481,134,139,179,0
45,482,134,138,179,0
46,483,134,137,179,0
47,485,134,135,179,0
48,486,134,134,179,0
49,487,134,133,178,0
50,489,134,131,178,0
51,490,134,130,178,0
52,491,134,129,178,0
53,493,134,127,178,0
54,494,134,126,178,0
55,496,134,124,178,0
56,496,133,122,178,0
57,497,133,120,178,0
58,497,132,119,178,0
59,498,132,116,178,0
60,499,131,114,179,0
61,499,131,113,178,0
62,500,130,110,179,0
63,500,130,109,178,0
64,501,129,107,179,0
65,502,129,104,179,0
66,502,128,103,179,0
67,503,128,101,179,0
68,503,127,99,179,0
69,504,127,97,179,0
70,505,127,95,179,0
71,506,126,93,179,0
72,508,126,91,179,0
73,509,126,90,179,0
74,511,126,88,179,0
75,513,126,85,178,0
76,514,126,84,178,0
77,516,126,82,178,0
78,518,126,80,178,0
79,515,125,82,179,0
80,513,125,84,179,0
81,511,125,86,179,0
82,509,125,88,179,0
83,507,125,89,179,0
84,505,125,91,179,0
85,503,125,93,179,0
86,501,125,95,179,0
87,500,124,95,179,0
88,499,124,95,179,0
89,498,124,95,179,0
90,497,123,95,179,0
91,496,123,95,179,0
92,495,123,95,179,0
93,494,123,95,179,0
94,493,122,95,179,0
95,492,122,95,179,0
96,491,122,95,179,0
97,490,122,95,179,0
98,489,121,95,179,0
99,488,121,95,179,0
100,487,121,95,179,0
101,486,120,95,179,0
102,485,120,95,179,0
103,484,120,95,179,0
104,483,120,95,179,0
105,482,119,95,179,0
106,481,119,95,179,0
107,480,119,95,179,0
108,479,119,95,179,0
109,478,118,95,179,0
110,477,118,95,179,0
111,476,118,95,179,0
112,476,118,95,179,0
113,474,117,95,179,0
114,472,117,95,179,0
115,471,117,95,179,0
116,469,117,95,179,0
117,468,117,95,179,0
118,466,117,95,179,0
119,465,117,95,179,0
120,463,117,95,179,0
121,462,117,95,179,0
122,460,117,95,179,0
123,459,117,95,179,0
124,457,117,95,179,0
125,456,117,95,179,0
126,454,117,95,179,0
127,453,117,95,179,0
128,451,117,95,179,0
129,450,117,95,179,0
130,448,117,95,179,0
131,447,117,95,179,0
132,445,116,96,179,0
133,444,115,96,179,0
134,442,115,98,178,0
135,441,114,98,178,0
136,439,114,100,177,0
137,438,113,100,177,0
138,436,113,102,177,0
139,435,112,102,177,0
140,433,112,104,176,0
141,432,111,104,176,0
142,430,111,106,175,0
143,429,110,106,175,0
144,427,110,108,174,0
145,426,109,108,175,0
146,424,108,109,175,0
147,423,108,110,174,0
148,421,107,111,174,0
149,420,107,112,173,0
150,418,106,113,173,0
151,417,106,114,172,0
152,415,105,115,173,0
153,414,105,116,172,0
154,412,104,117,172,0
155,411,104,118,171,0
156,409,103,119,171,0
157,408,103,120,170,0
158,406,102,121,170,0
159,405,102,122,170,0
160,403,101,124,171,0
161,402,101,125,171,0
162,401,101,127,171,0
163,399,101,129,171,0
164,398,101,130,171,0
165,397,101,132,171,0
166,395,101,134,171,0
167,394,101,135,171,0
168,393,101,137,171,0
169,391,101,139,171,0
170,390,101,140,171,0
171,389,101,142,171,0
172,387,101,144,171,0
173,386,101,145,171,0
174,385,101,147,171,0
175,398,115,149,171,0
176,412,129,150,171,0
177,425,143,152,171,0
178,439,158,153,171,0
179,452,172,155,171,0
180,466,186,156,171,0
181,479,201,158,171,0
182,493,215,159,171,0
183,506,229,161,171,0
184,520,244,163,171,0
185,534,246,165,171,0
186,549,248,166,171,0
187,563,250,168,171,0
188,578,252,170,171,0
189,589,253,172,171,0
190,601,254,173,171,0
191,613,255,175,171,0
192,625,256,176,171,0
193,637,257,177,171,0
194,649,259,179,171,0
195,645,259,184,171,0
196,642,259,189,171,0
197,638,259,194,171,0
198,635,260,199,170,0
199,635,260,201,170,0
200,635,260,204,170,0
201,636,260,205,170,0
202,636,260,208,170,0
203,637,260,210,170,0
204,638,260,208,169,0
205,639,260,207,169,0
206,640,260,206,169,0
207,641,260,205,168,0
208,642,260,204,168,0
209,643,260,203,168,0
210,644,260,202,167,0
211,645,260,201,167,0
212,646,260,200,167,0
213,647,260,199,167,0
214,648,260,198,167,0
215,649,260,197,167,0
216,650,260,196,167,0
217,651,260,195,167,0
218,652,260,193,166,0
219,654,261,191,165,0
220,655,261,190,165,0
221,657,262,188,164,0
222,658,262,187,164,0
223,660,263,185,163,0
224,661,263,184,163,0
225,663,264,182,162,0
226,664,264,181,162,0
227,666,265,179,161,0
228,667,265,178,161,0
229,669,266,176,160,0
230,670,266,175,160,0
231,672,267,173,159,0
232,674,268,171,158,0
233,676,268,168,158,0
234,679,268,165,158,0
235,681,268,163,158,0
236,684,269,160,157,0
237,687,269,156,157,0
238,689,269,154,157,0
239,692,270,151,157,0
240,694,270,149,157,0
241,697,270,145,157,0
242,700,271,142,156,0
243,702,271,140,156,0
244,705,271,137,156,0
245,708,272,134,156,0
246,710,272,132,156,0
247,713,273,129,156,0
248,716,274,126,155,0
249,719,274,123,156,0
250,722,275,120,155,0
251,724,276,118,155,0
252,727,276,115,155,0
253,730,277,112,155,0
254,733,278,109,154,0
255,736,278,106,155,0
256,738,279,104,154,0
257,741,280,101,154,0
258,744,280,98,154,0
259,747,281,95,154,0
260,750,282,92,154,0
261,749,282,92,154,0
262,749,283,92,154,0
263,748,283,92,154,0
264,748,284,92,154,0
265,748,284,92,154,0
266,747,285,92,154,0
267,747,285,92,154,0
268,747,286,92,154,0
269,746,286,92,154,0
270,746,287,92,154,0
271,745,287,92,154,0
272,745,288,92,154,0
273,745,288,92,154,0
274,744,289,92,154,0
275,744,289,92,154,0
276,744,290,92,154,0
277,744,289,92,154,0
278,744,288,92,154,0
279,745,288,92,154,0
280,745,287,92,154,0
281,745,286,92,154,0
282,746,286,92,154,0
283,746,285,92,154,0
284,747,284,92,155,0
285,747,284,92,154,0
286,747,283,92,154,0
287,748,282,92,155,0
288,748,282,92,154,0
289,748,281,92,154,0
290,749,280,92,155,0
291,749,280,92,154,0
292,750,279,92,155,0
293,750,278,92,155,0
294,750,278,92,154,0
295,751,277,92,155,0
296,751,276,92,155,0
297,751,276,92,154,0
298,752,275,92,155,0
299,752,274,92,155,0
300,753,274,92,155,0
301,753,273,92,155,0
302,753,272,92,155,0
303,754,272,92,155,0
304,754,271,92,155,0
305,755,271,92,155,0
306,752,271,96,155,0
307,749,271,101,155,0
308,747,271,104,155,0
309,744,271,109,155,0
310,742,271,113,155,0
311,739,271,117,155,0
312,737,272,121,155,0
313,734,272,126,155,0
314,732,272,129,155,0
315,729,272,134,155,0
316,727,272,137,155,0
317,724,272,142,155,0
318,722,272,146,155,0
319,719,273,150,155,0
320,717,273,154,155,0
321,714,273,159,155,0
322,712,273,162,155,0
